movie_name,genres
Deewana Mujh Sa Nahin,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Once Again,"['Drama', 'Romance', 'Back to top']"
The Hungry,"['Tragedy', 'Drama', 'Back to top']"
Jagte Raho,"['Dark Comedy', 'Satire', 'Comedy', 'Drama', 'Back to top']"
Saugandh,"['Action', 'Drama', 'Romance', 'Back to top']"
Satya 2,"['Action', 'Crime', 'Drama', 'Back to top']"
Prem Rog,"['Drama', 'Musical', 'Romance', 'Back to top']"
Parvarish,"['Action', 'Crime', 'Drama', 'Back to top']"
Darr @ the Mall,"['Horror', 'Thriller', 'Back to top']"
Mast,"['Comedy', 'Musical', 'Romance', 'Back to top']"
Lakeer: Forbidden Lines,"['Action', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Saagar,"['Drama', 'Romance', 'Back to top']"
Return of Hanuman,"['Action', 'Adventure', 'Animation', 'Family', 'Back to top']"
Anwar,"['Drama', 'Romance', 'Thriller', 'Back to top']"
Akhiyon Se Goli Maare,"['Slapstick', 'Comedy', 'Romance', 'Back to top']"
Toolsidas Junior,"['Drama', 'Family', 'Sport', 'Back to top']"
War Chhod Na Yaar,"['Satire', 'Comedy', 'War', 'Back to top']"
Rishtey,"['Action', 'Drama', 'Romance', 'Back to top']"
Shudra the Rising,"['History', 'Back to top']"
Nawabzaade,"['Comedy', 'Romance', 'Back to top']"
Love Games,"['Crime', 'Thriller', 'Back to top']"
Kunwara,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Mere Jeevan Saathi,"['Drama', 'Music', 'Romance', 'Back to top']"
Saaya,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Arjun,"['Action', 'Crime', 'Drama', 'Back to top']"
Time to Dance,"['Musical', 'Romance', 'Back to top']"
Bioscopewala,"['Drama', 'Back to top']"
Love and Shukla,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Kranti,"['Action', 'Adventure', 'Drama', 'History', 'Back to top']"
Ram Aur Shyam,"['Comedy', 'Drama', 'Family', 'Back to top']"
Mirch,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Back to top']"
Jai Mummy Di,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Shaadi No. 1,"['Comedy', 'Back to top']"
Squad,[]
Right Yaaa Wrong,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Shaapit: The Cursed,"['Adventure', 'Horror', 'Romance', 'Thriller', 'Back to top']"
Roop Ki Rani Choron Ka Raja,"['Action', 'Drama', 'Musical', 'Romance', 'Thriller', 'Back to top']"
Badnaam Gali,"['Comedy', 'Back to top']"
Tere Bin Laden: Dead or Alive,"['Comedy', 'Back to top']"
Aloo Chaat,"['Comedy', 'Drama', 'Romance', 'Back to top']"
My Client's Wife,"['Mystery', 'Thriller', 'Back to top']"
Tum Mere Ho,"['Fantasy', 'Horror', 'Romance', 'Back to top']"
Y.M.I. Yeh Mera India,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Shortkut - The Con Is On,"['Comedy', 'Drama', 'Back to top']"
Kadhal Mannan,"['Drama', 'Romance', 'Back to top']"
My Wife's Murder,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Purab Aur Pachhim,"['Drama', 'Romance', 'Back to top']"
Love Love Love,"['Drama', 'Romance', 'Back to top']"
Rhythm,"['Drama', 'Musical', 'Romance', 'Back to top']"
Biwi Ho To Aisi,"['Comedy', 'Drama', 'Back to top']"
Fun2shh... Dudes in the 10th Century,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Back to top']"
Mera Saaya,"['Drama', 'Musical', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Aap Ki Khatir,"['Comedy', 'Romance', 'Back to top']"
Ascharyachakit!,"['Drama', 'Romance', 'Back to top']"
Guddu Rangeela,"['Comedy', 'Drama', 'Back to top']"
Aa Dekhen Zara,"['Action', 'Mystery', 'Sci-Fi', 'Thriller', 'Back to top']"
Kucch To Hai,"['Slasher Horror', 'Horror', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Crazy Uncles,"['Comedy', 'Back to top']"
Welcome to New York,"['Comedy', 'Drama', 'Back to top']"
Kuchh Bheege Alfaaz,"['Romance', 'Back to top']"
Calendar Girls,"['Drama', 'Back to top']"
The Last Color,"['Drama', 'Back to top']"
Dangerous Ishhq,"['Fantasy', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Plan,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Elaan,"['Action', 'Crime', 'Thriller', 'Back to top']"
Insaaf: The Final Justice,"['Action', 'Comedy', 'Drama', 'Back to top']"
Gopi Kishan,"['Action', 'Comedy', 'Drama', 'Back to top']"
Toofan,"['Action', 'Crime', 'Drama', 'Back to top']"
Pyare Mohan,"['Slapstick', 'Action', 'Comedy', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Sandwich,"['Comedy', 'Thriller', 'Back to top']"
Scotland,"['Crime', 'Back to top']"
Footpath,"['Action', 'Crime', 'Drama', 'Back to top']"
Arjun Pandit,"['Gangster', 'One-Person Army Action', 'Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Chori Chori,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
...Aur Pyaar Ho Gaya,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Suraj Ka Satvan Ghoda,"['Dark Comedy', 'Drama', 'Romance', 'Back to top']"
Saat Uchakkey,"['Comedy', 'Back to top']"
Rush,"['Crime', 'Thriller', 'Back to top']"
Qurbani,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Junooniyat,"['Drama', 'Romance', 'Back to top']"
Yeh Teraa Ghar Yeh Meraa Ghar,"['Comedy', 'Drama', 'Back to top']"
The Pool,"['Drama', 'Back to top']"
Daulat Ki Jung,"['Action', 'Adventure', 'Romance', 'Back to top']"
Xcuse Me,"['Comedy', 'Back to top']"
Parichay,"['Drama', 'Family', 'Musical', 'Romance', 'Back to top']"
Gardish,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Ankahi Kahaniya,"['Drama', 'Romance', 'Back to top']"
Machine,"['Action', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Upstarts,"['Drama', 'Back to top']"
Penalty,"['Soccer', 'Sport', 'Back to top']"
Warrior Savitri,"['Martial Arts', 'Action', 'Thriller', 'Back to top']"
Vaada,"['Action', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
John Day,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Jack & Dil,"['Comedy', 'Family', 'Back to top']"
Soundtrack,"['Comedy', 'Drama', 'Musical', 'Back to top']"
Pyaar Tune Kya Kiya...,"['Drama', 'Romance', 'Thriller', 'Back to top']"
Gippi,"['Comedy', 'Drama', 'Back to top']"
Kuch Kuch Locha Hai,"['Comedy', 'Drama', 'Back to top']"
Paap,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Mandi,"['Dark Comedy', 'Satire', 'Comedy', 'Drama', 'Back to top']"
Angaaray,"['Action', 'Crime', 'Drama', 'Back to top']"
De Taali,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Big Brother,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
FryDay,"['Comedy', 'Drama', 'Back to top']"
Koi Jaane Na,"['Thriller', 'Back to top']"
Yeh Suhaagraat Impossible,"['Comedy', 'Back to top']"
Toonpur Ka Superrhero,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Back to top']"
What are the Odds?,"['Drama', 'Back to top']"
Bandini,"['Drama', 'Musical', 'Romance', 'Back to top']"
Boot Polish,"['Satire', 'Comedy', 'Drama', 'Family', 'Back to top']"
Sparsh,"['Drama', 'Romance', 'Back to top']"
Jigar,"['Action', 'Drama', 'Romance', 'Sport', 'Back to top']"
Raja,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Anari,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Road to Sangam,"['Drama', 'Thriller', 'Back to top']"
Gayab,"['Comedy', 'Drama', 'Fantasy', 'Thriller', 'Back to top']"
Naina,"['Supernatural Horror', 'Drama', 'Horror', 'Mystery', 'Thriller', 'Back to top']"
Johny Mera Naam,"['Action', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Afsana Pyar Ka,"['Drama', 'Romance', 'Back to top']"
I Love NY,"['Comedy', 'Romance', 'Back to top']"
Veerana,"['Action', 'Drama', 'Horror', 'Musical', 'Thriller', 'Back to top']"
Gandhinagar 2nd Street,"['Comedy', 'Family', 'Romance', 'Back to top']"
Aatank Hi Aatank,"['Action', 'Crime', 'Drama', 'Back to top']"
Haré Rama Haré Krishna,"['Drama', 'Musical', 'Back to top']"
Kamaal Dhamaal Malamaal,"['Comedy', 'Drama', 'Back to top']"
Dhoondte Reh Jaoge,"['Parody', 'Comedy', 'Drama', 'Back to top']"
Jhooth Bole Kauwa Kaate,"['Comedy', 'Romance', 'Back to top']"
Dil Tera Aashiq,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Aatish: Feel the Fire,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Bol Radha Bol,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller', 'Back to top']"
Mera Damad,"['Comedy', 'Drama', 'Back to top']"
Purani Jeans,"['Drama', 'Romance', 'Back to top']"
Roti Kapada Aur Makaan,"['Action', 'Drama', 'Musical', 'Romance', 'Back to top']"
Veerappan,"['True Crime', 'Action', 'Biography', 'Crime', 'Back to top']"
Bandook,"['Crime', 'Thriller', 'Back to top']"
Chandra Mukhi,"['Comedy', 'Fantasy', 'Romance', 'Back to top']"
Saheb Biwi Aur Gangster 3,"['Conspiracy Thriller', 'Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Gumrah,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Tutak Tutak Tutiya,"['Comedy', 'Horror', 'Back to top']"
Shukranu,"['Drama', 'Back to top']"
King of the Khyber Rifles,"['Adventure', 'Drama', 'History', 'Romance', 'Back to top']"
Dharam Veer,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Back to top']"
Anwar Ka Ajab Kissa,"['Adventure', 'Comedy', 'Drama', 'Back to top']"
Albela,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Sardar,"['Biography', 'Drama', 'History', 'Back to top']"
Tuesdays and Fridays,"['Comedy', 'Musical', 'Romance', 'Back to top']"
Police Force: An Inside Story,"['Action', 'Crime', 'Drama', 'Back to top']"
Jeena Sirf Merre Liye,"['Comedy', 'Romance', 'Back to top']"
Doraemon: Nobita no shin makai daibôken,"['Anime', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Sci-Fi', 'Back to top']"
Tumsa Nahin Dekha,"['Musical', 'Romance', 'Back to top']"
Shaadi Se Pehle,"['Comedy', 'Musical', 'Romance', 'Back to top']"
Chalk N Duster,"['Drama', 'Back to top']"
Jackpot,"['Comedy', 'Thriller', 'Back to top']"
Gaja Gamini,"['Drama', 'Fantasy', 'Back to top']"
Fraud Saiyyan,"['Comedy', 'Drama', 'Back to top']"
Waisa Bhi Hota Hai Part II,"['Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Roar,"['Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Back to top']"
One by Two,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Bajatey Raho,"['Comedy', 'Drama', 'Thriller', 'Back to top']"
The Taste of Relation,"['Drama', 'Family', 'Mystery', 'Romance', 'Western', 'Back to top']"
Yeh Raaste Hain Pyaar Ke,"['Action', 'Drama', 'Romance', 'Back to top']"
Ugly Aur Pagli,"['Comedy', 'Drama', 'Back to top']"
Daag: The Fire,"['Action', 'Drama', 'Thriller', 'Back to top']"
Satyakam,"['Drama', 'Back to top']"
Yakeen,"['Drama', 'Thriller', 'Back to top']"
Mashaal,"['Action', 'Drama', 'Family', 'Back to top']"
Superstar,"['Drama', 'Romance', 'Back to top']"
Agni Sakshi,"['Drama', 'Musical', 'Romance', 'Thriller', 'Back to top']"
Siddharth,"['Drama', 'Back to top']"
Rajnigandha,"['Drama', 'Romance', 'Back to top']"
Guddu Ki Gun,"['Comedy', 'Back to top']"
Main Azaad Hoon,"['Drama', 'Back to top']"
Silsiilay,"['Drama', 'Back to top']"
Yun Hota Toh Kya Hota,"['Drama', 'Back to top']"
Thanks Maa,"['Dark Comedy', 'Docudrama', 'True Crime', 'Crime', 'Drama', 'Back to top']"
Meri Biwi Ka Jawab Nahin,"['Action', 'Comedy', 'Romance', 'Back to top']"
Majboor,"['Drama', 'Mystery', 'Thriller', 'Back to top']"
Bumm Bumm Bole,"['Drama', 'Family', 'Thriller', 'Back to top']"
Vijaypath,"['Action', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Bardaasht,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
23rd March 1931: Shaheed,"['Biography', 'Drama', 'History', 'Back to top']"
Maine Gandhi Ko Nahin Mara,"['Drama', 'Back to top']"
Andhaa Kaanoon,"['Action', 'Drama', 'Back to top']"
Pitaah,"['Action', 'Drama', 'Back to top']"
C.I.D.,"['Action', 'Crime', 'Musical', 'Thriller', 'Back to top']"
Not a Love Story,"['True Crime', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Bhindi Baazaar,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Bekhudi,"['Romance', 'Thriller', 'Back to top']"
Badhaai Ho Badhaai,"['Comedy', 'Drama', 'Musical', 'Back to top']"
Janbaaz,"['Action', 'Drama', 'Back to top']"
Acid Factory,"['Action', 'Crime', 'Mystery', 'Thriller', 'Back to top']"
Lekar Hum Deewana Dil,"['Comedy', 'Romance', 'Back to top']"
Hum Tum Aur Ghost,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Back to top']"
Hathyar: Face to Face with Reality,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
X: Past Is Present,"['Drama', 'Mystery', 'Romance', 'Back to top']"
Henna,"['Drama', 'Musical', 'Romance', 'Back to top']"
Kishen Kanhaiya,"['Action', 'Comedy', 'Drama', 'Back to top']"
Antardwand,"['Crime', 'Drama', 'Back to top']"
Sayonee,"['Action', 'Musical', 'Romance', 'Thriller', 'Back to top']"
Anari No. 1,"['Comedy', 'Back to top']"
Chaand Kaa Tukdaa,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Back to top']"
Jo Bole So Nihaal,"['Action', 'Comedy', 'Thriller', 'Back to top']"
Fever,"['Crime', 'Mystery', 'Back to top']"
Pusher,"['Action', 'Crime', 'Drama', 'Back to top']"
Bulandi,"['Action', 'Drama', 'Back to top']"
Dushman Duniya Ka,"['Drama', 'Back to top']"
Music Teacher,"['Drama', 'Romance', 'Back to top']"
Raghu Romeo,"['Comedy', 'Crime', 'Back to top']"
The Dark Side of Life: Mumbai City,"['Drama', 'Back to top']"
Zulmi,"['Action', 'Drama', 'Back to top']"
Chitchor,"['Drama', 'Romance', 'Back to top']"
Gharwali Baharwali,"['Comedy', 'Back to top']"
Super,"['Action', 'Comedy', 'Back to top']"
Lamhaa: The Untold Story of Kashmir,"['Action', 'Drama', 'Thriller', 'Back to top']"
Jawani Zindabad,"['Drama', 'Romance', 'Back to top']"
Duvidha,"['Drama', 'Fantasy', 'Romance', 'Back to top']"
Mixed Doubles,"['Comedy', 'Drama', 'Back to top']"
Vaastu Shastra,"['Horror', 'Mystery', 'Back to top']"
Agyaat,"['Jungle Adventure', 'Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller', 'Back to top']"
Dil Kabaddi,"['Comedy', 'Drama', 'Back to top']"
Doraemon: Nobita to midori no kyojinden,"['Anime', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', 'Back to top']"
Lahore Confidential,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Hameshaa,"['Action', 'Drama', 'Romance', 'Back to top']"
Before You Die,"['Drama', 'Back to top']"
A Sublime Love Story: Barsaat,"['Drama', 'Romance', 'Back to top']"
Meeruthiya Gangsters,"['Comedy', 'Crime', 'Back to top']"
The Great Gambler,"['Action', 'Crime', 'Romance', 'Thriller', 'Back to top']"
Kissise Na Kehna,"['Comedy', 'Romance', 'Back to top']"
Aatma,"['Drama', 'Horror', 'Thriller', 'Back to top']"
Anthony Kaun Hai?,"['Mystery', 'Thriller', 'Back to top']"
Chatur Singh Two Star,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery', 'Back to top']"
Doraemon: Nobita no Taiyô'ô densetsu,"['Anime', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', 'Back to top']"
Mr. Bond,"['Action', 'Adventure', 'Thriller', 'Back to top']"
Kuch Khatti Kuch Meethi,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Barood,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Baaraat Company,"['Comedy', 'Romance', 'Back to top']"
Jai Kishen,"['Action', 'Drama', 'Back to top']"
Lahoo Ke Do Rang,"['Action', 'Drama', 'Back to top']"
Bhumika,"['Drama', 'Back to top']"
Ikke Pe Ikka,"['Action', 'Comedy', 'Back to top']"
Rakht,"['Supernatural Horror', 'Horror', 'Mystery', 'Thriller', 'Back to top']"
Kuldip Patwal: I Didn't Do It!,"['Crime', 'Drama', 'Mystery', 'Back to top']"
Kohram,"['Action', 'Comedy', 'Drama', 'Thriller', 'Back to top']"
Shakeela,"['Biography', 'Drama', 'Back to top']"
Gali Gali Chor Hai,"['Satire', 'Comedy', 'Drama', 'Back to top']"
Ribbon,"['Drama', 'Family', 'Back to top']"
Shaadisthan,"['Drama', 'Musical', 'Back to top']"
Dancer,"['Action', 'Drama', 'Musical', 'Back to top']"
Gali Guleiyan,"['Drama', 'Thriller', 'Back to top']"
Shakalaka Boom Boom,"['Drama', 'Musical', 'Romance', 'Thriller', 'Back to top']"
Rukh,"['Drama', 'Mystery', 'Back to top']"
Avtaar,"['Drama', 'Back to top']"
Hostel,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Thakshak,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Rocky,"['Action', 'Romance', 'Back to top']"
Kshatriya,"['Action', 'Drama', 'War', 'Back to top']"
Gangaa Jamunaa Saraswathi,"['Action', 'Drama', 'Romance', 'Back to top']"
Isi Ka Naam Zindagi,"['Action', 'Comedy', 'Drama', 'Back to top']"
Sankat City,"['Caper', 'Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Aunty No. 1,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Nishant,"['Crime', 'Drama', 'Back to top']"
Chanakya,"['Action', 'Adventure', 'Thriller', 'Back to top']"
Ek Khiladi Ek Haseena,"['Crime', 'Thriller', 'Back to top']"
Lal Baadshah,"['Action', 'Crime', 'Drama', 'Back to top']"
Kaanchi,"['Drama', 'Musical', 'Romance', 'Back to top']"
Meel patthar,"['Drama', 'Back to top']"
Deadline: Sirf 24 Ghante,"['Crime', 'Thriller', 'Back to top']"
M Cream,"['Adventure', 'Comedy', 'Drama', 'Back to top']"
Thadaiyara Thaakka,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Bombay Rose,"['Animation', 'Drama', 'Romance', 'Back to top']"
Kamasutra 3D,"['Drama', 'Romance', 'Back to top']"
Pyaar Ishq Aur Mohabbat,"['Drama', 'Musical', 'Romance', 'Back to top']"
Faactory,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Tarazu,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Teree Sang: A Kidult Love Story,"['Drama', 'Romance', 'Back to top']"
Home Delivery: Aapko... Ghar Tak,"['Comedy', 'Romance', 'Back to top']"
Wajood,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
O Teri,"['Satire', 'Comedy', 'Drama', 'Back to top']"
Sangdil Sanam,"['Drama', 'Romance', 'Back to top']"
Aaj Ka Arjun,"['Action', 'Crime', 'Drama', 'Back to top']"
Darling,"['Comedy', 'Drama', 'Horror', 'Romance', 'Thriller', 'Back to top']"
Aao Wish Karein,"['Comedy', 'Family', 'Fantasy', 'Back to top']"
Naajayaz,"['Action', 'Drama', 'Back to top']"
Listen... Amaya,"['Drama', 'Back to top']"
Deedar,"['Drama', 'Romance', 'Back to top']"
Deewane,"['Action', 'Romance', 'Back to top']"
Doraemon: Nobita no Dorabian Naito,"['Anime', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', 'Back to top']"
Prem Aggan,"['Drama', 'Romance', 'Back to top']"
Bas Itna Sa Khwaab Hai...,"['Drama', 'Romance', 'Thriller', 'Back to top']"
Rajjo,"['Drama', 'Romance', 'Back to top']"
Kuch Tum Kaho Kuch Hum Kahein,"['Action', 'Drama', 'Romance', 'Back to top']"
Asambhav,"['Action', 'Adventure', 'Drama', 'Thriller', 'Back to top']"
Doraemon: Nobita to fushigi kazetsukai,"['Anime', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi', 'Back to top']"
Manthan,"['Drama', 'Back to top']"
EMI: Liya Hai To Chukana Padega,"['Comedy', 'Crime', 'Drama', 'Back to top']"
Daava,"['Action', 'Drama', 'Romance', 'Back to top']"
Dirty Politics,"['Drama', 'Back to top']"
Gunga Jumna,"['Action', 'Adventure', 'Drama', 'Musical', 'Romance', 'Back to top']"
Jaane Kahan Se Aayi Hai,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Back to top']"
Naach,"['Drama', 'Musical', 'Romance', 'Back to top']"
Code Name Abdul,"['Crime', 'Thriller', 'Back to top']"
Tera Jadoo Chal Gayaa,"['Musical', 'Romance', 'Back to top']"
"Tom, Dick, and Harry","['Action', 'Comedy', 'Romance', 'Back to top']"
Zaalim,"['Action', 'Drama', 'Back to top']"
Bhaiaji Superhit,"['Action', 'Comedy', 'Drama', 'Back to top']"
The Legend of Michael Mishra,"['Comedy', 'Drama', 'Back to top']"
Black & White,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Money Hai Toh Honey Hai,"['Comedy', 'Drama', 'Back to top']"
Khamoshi,"['Drama', 'Romance', 'Back to top']"
Kismet Love Paisa Dilli,"['Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller', 'Back to top']"
Betaab,"['Family', 'Romance', 'Back to top']"
Dayavan,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Risk,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Jaan,"['Action', 'Drama', 'Romance', 'Back to top']"
Holi,"['Comedy', 'Drama', 'Back to top']"
Amaanat,"['Action', 'Drama', 'Back to top']"
Ek Chhotisi Love Story,"['Drama', 'Back to top']"
Humko Tumse Pyaar Hai,"['Drama', 'Romance', 'Back to top']"
LoveShhuda,"['Comedy', 'Romance', 'Back to top']"
Mee Raqsam,"['Drama', 'Back to top']"
Upkar,"['Drama', 'Romance', 'War', 'Back to top']"
Dhund,"['Drama', 'Mystery', 'Thriller', 'Back to top']"
Nishchaiy,"['Action', 'Drama', 'Romance', 'Back to top']"
Mumbai Se Aaya Mera Dost,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Mere Apne,"['Drama', 'Back to top']"
Jamai Raja,"['Drama', 'Romance', 'Back to top']"
Fox,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Guns of Banaras,"['Action', 'Back to top']"
Kartoos,"['Action', 'Thriller', 'Back to top']"
Khel,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Junoon,"['Drama', 'Horror', 'Musical', 'Thriller', 'Back to top']"
Satta,"['Crime', 'Drama', 'Back to top']"
Veerey Ki Wedding,"['Comedy', 'Romance', 'Back to top']"
Jai Chiranjeeva,"['Action', 'Comedy', 'Drama', 'Back to top']"
Rang Birangi,"['Comedy', 'Back to top']"
Shalimar,"['Action', 'Adventure', 'Crime', 'Back to top']"
Gour Hari Dastaan: The Freedom File,"['Biography', 'Drama', 'Back to top']"
Paandav,"['Action', 'Drama', 'Back to top']"
Champion,"['Action', 'Comedy', 'Drama', 'Thriller', 'Back to top']"
Desh Premee,"['Action', 'Comedy', 'Drama', 'Back to top']"
Mr Joe B. Carvalho,"['Action', 'Comedy', 'Mystery', 'Back to top']"
Hogi Pyaar Ki Jeet,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
