,imdb-id,movie_name,year_of_release,runtime,IMDB_rating,no_of_votes,plot_description,director,actors
2825,tt0319336,Eduruleni Manishi,(2001),138 min,4.4,143,"Surya Murthy lives a very wealthy lifestyle in India along with his parents, his niece, and a younger look-alike brother, Satya. His parents would like him to get married, but he refuses ...                See full summary »",Srinivasa Rao Jonnalagadda,"    Srinivasa Rao Jonnalagadda, J. Sreeniwas Rao|     Nagarjuna Akkineni, Soundarya, Kota Srinivasa Rao, Ranganath"
2826,tt0111780,Yaar Gaddar,(1994),155 min,3.6,143,"When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling -- dead or alive.",Umesh Mehra,"    Umesh Mehra|     Saif Ali Khan, Sweta, Somy Ali, Deven Bhojani"
2827,tt0061046,Suraj,(1966),155 min,6.7,143,"Maharaja Vikram decides to marry his daughter Anuradha to his commander's son, Pratap. However, years later, Anuradha is abducted by bandit Suraj while on her way to Pratap's coronation.",T. Prakash Rao,"    T. Prakash Rao|     Vyjayanthimala, Rajendra Kumar Tuli, Ajit Khan, Gajanan Jagirdar"
2828,tt5289170,Laali Ki Shaadi Mein Laaddoo Deewana,(2017),130 min,3.2,142,Laali and Ladoo get trapped in a royal wedding that takes place in Vadodara.,Manish Harishankar,"    Manish Harishankar|     Gurmeet Choudhary, Bharat Dungrani, Akshara Haasan, Darshan Jariwala"
2829,tt0158579,Dastaan,(1972),173 min,6.6,142,"When Vishnu, a reputed judge, is mistakenly assumed as Anil, who is the murderer of Dhanraj, he decides to travel to Anil's home town and unravel the mystery behind it.",B.R. Chopra,"    B.R. Chopra|     Dilip Kumar, Sharmila Tagore, Prem Chopra, Bindu Desai"
2830,tt0139157,Dil Ek Mandir,(1963),148 min,7.2,142,"Dr. Dharmesh (Rajendra Kumar) and Sita (Meena Kumari) are in love, and hope to marry on Dharmesh's return from abroad. When Dharmesh returns, he is devastated to find that Sita has married ...                See full summary »",C.V. Sridhar,"    C.V. Sridhar|     Meena Kumari, Rajendra Kumar Tuli, Raaj Kumar, Mehmood"
2831,tt0111537,Udhaar Ki Zindagi,(1994), ,5.4,142,"Sitaram runs his family in an authoritarian manner. He has planned the marriage of his son, Vasudev, only to be told that Vasudev loves another woman, Suman, who he plans to marry. Sitaram ...                See full summary »",K.V. Raju,"    K.V. Raju|     Jeetendra, Moushumi Chatterjee, Kajol, Rohit Bhatia"
2832,tt0070097,Gehri Chaal,(1973),147 min,5.4,142,"Dharamchand is the Chair of Olympic Bank, which is due for a final audit by the 30th of the month. Shortly thereafter, his daughter, Hema, finds his dead body in his bedroom. She phones her...                See full summary »",C.V. Sridhar,"    C.V. Sridhar|     Jeetendra, Hema Malini, Amitabh Bachchan, Prem Chopra"
2833,tt4944418,Man On Mission Jaanbaaz,(2005),125 min,4.9,141,"After Sandhya is attacked by the men of Bhikshapati, a landlord, her boyfriend Sree rescues her and learns that his father has a history with him.",C.V. Sridhar,"                Mohan Babu, Raghu Babu"
2834,tt3877652,Desi Kattey,(2014),139 min,4.2,141,A sharpshooting thug becomes a competitive shooter while his childhood friend remains in the life of crime.,Kumar Anand,"    Kumar Anand|     Akhil Kapur, Tia Bajpai, Jay Bhanushali, Zara Khan"
2835,tt3465488,Karle Pyaar Karle,(2014),110 min,2.4,141,"Karle Pyaar Karle is an adrenaline gushing, action packed, edgy love story of two rebels, Kabir & Preet, playing the game of life.",Rajesh Pandey,"    Rajesh Pandey|     Shiv Darshan, Hasleen Kaur, Aham Sharma, Rumi Khan"
2836,tt3261022,Kajarya,(2013),132 min,6.5,141,"Set in the present times against two backdrops, New Delhi with its shining buildings and apparent cosmopolitan veneer, thinly veils an underbelly of crimes against women and corruption at ...                See full summary »",Madhureeta Anand,"    Madhureeta Anand, Madhureeta Anand|     Meenu Hooda, Ridhima Sud, Kuldeep Ruhil, Shashi Bhushan"
2837,tt3031896,Lakeer Ka Fakeer,(2013),113 min,5.3,141,"The film revolves around the lives of three friends-cum-petty crooks whose biggest crime is the fact that they reside in Mumbai's notorious area, where nefarious activities of the organized-crime syndicates take shape.",Zubair Khan,"    Zubair Khan|     Vinod Acharya, Vicky Ahuja, Saaikat Bagbaan, Ajaz Khan"
2838,tt0947037,Ladies Tailor,(2006),117 min,3.6,141,"Chander is the only tailor in his colony. Though talented, he is very lazy. He dreams of becoming big and live like a king. Chander meets a fortune-teller who informs him that he has Rajyog...                See full summary »",Udyakanth,"    Udyakanth|     Javed Abdi, Krishna Bhatt, Preeti Bhutani, Varsha Choudhary"
2839,tt0087975,Raaj Tilak,(1984), ,5.7,141,"The local King has surrounded himself with enemies, which include his own trusted men: Bhavani Singh, and Ranjeet, who plot to overthrow him, in vain, as the King's loyal employee, Samadh ...                See full summary »",Rajkumar Kohli,"    Rajkumar Kohli|     Dharmendra, Hema Malini, Kamal Haasan, Pran Sikand"
2840,tt8484590,Teri Bhabhi Hai Pagle,(2018),125 min,2.9,140,"Dev (Rajniesh) is an Assistant Director working in television serials and aspires to direct a film. He approaches Raj Chopra( Krushna Abhishek), a superstar actor with his story. Raj Chopra...                See full summary »",Vinod Tiwari,"    Vinod Tiwari|     Rajneesh Duggal, Nazia Hussain, Krishna Abhishek, Mukul Dev"
2841,tt4511416,Badmashiyaan,(2015),128 min,4.5,140,"Dev's girlfriend leaves him on the night he was planning to propose to her. Months later, a private investigator is trying to track her down.",Amit Khanna,"    Amit Khanna|     Sidhant Gupta, Suzanna Mukherjee, Gunjan Malhotra, Sharib Hashmi"
2842,tt4161520,Dashavatar,(2008),119 min,6.2,140,Evil has been present during the evolution of mankind and the Dashavatar (ten incarnations of Hindu God Vishnu) have been constantly present to triumph over evil.,Bhavik Thakore,"    Bhavik Thakore|     Vinay Apte, Kenneth Desai, Rupali Ganguly, Sachin Khedekar"
2843,tt0276628,Yehi Hai Zindagi,(1977),133 min,6.8,140,"Anand Narayan comes from a poor family, which consists of his wife, Gayetri, daughter, Kamla, and two sons Madhu and Govind. Through hard work, Anand starts on his way to success. He meets ...                See full summary »",K.S. Sethumadhavan,"    K.S. Sethumadhavan|     Sanjeev Kumar, Utpal Dutt, David Abraham, Romesh Sharma"
2844,tt0247502,Manchali,(1973),131 min,6.6,140,The story is about a rich spoiled girl who does not want to get married and hires a husband.,Raja Nawathe,"    Raja Nawathe|     Sanjeev Kumar, Leena Chandavarkar, Nazima, Nirupa Roy"
2845,tt0244567,Jhoothi,(1985),136 min,6.6,140,Add a Plot,Hrishikesh Mukherjee,"    Hrishikesh Mukherjee|     Rekha, Raj Babbar, Amol Palekar, Supriya Pathak"
2846,tt0233464,Clerk,(1989),165 min,2.2,140,"A poor but honest clerk, burdened by his family's dependence on him, sells state secrets to a traitorous businessman in exchange for wealth.",Manoj Kumar,"    Manoj Kumar|     Manoj Kumar, Ashok Kumar, Rajendra Kumar Tuli, Rekha"
2847,tt0186838,Aulad,(1987), ,5.8,140,"Believing his wife to be dead, a man lets a woman, who has lost her child, nurse and bring up his infant son - until he finds out that his wife is still alive, and wants the baby back at any cost.",Vijay Sadanah,"    Vijay Sadanah|     Jeetendra, Jaya Prada, Sridevi, Saeed Jaffrey"
2848,tt0119295,Himalay Putra,(1997), ,4.4,140,Misunderstandings cause ACP Suraj Khanna (Vinod Khanna) to be separated from Seema (Hema Malini) with Suraj unaware she is expecting their child. Seema moves away to the Himalayan Mountains...                See full summary »,Pankaj Parashar,"    Pankaj Parashar|     Vinod Khanna, Hema Malini, Akshaye Khanna, Anjala Zaveri"
2849,tt0118924,Dance of the Wind,(1997),85 min,6.8,140,A classical Indian singer (Kitu Gidwani) loses her voice but regains it after copying a child's intonation.,Rajan Khosa,"    Rajan Khosa|     Ami Arora, Roshan Bano, Kitu Gidwani, Bhaveen Gosain"
2850,tt0106287,Anmol,(1993),163 min,5.0,140,"Anmol is made to work as a maid in her own house by her step-mother and step-sisters. Later, a singer falls for her and decides to free her from her evil family.",Ketan Desai,"    Ketan Desai|     Maya Alagh, Sudha Chopra, Anil Dhawan, Sunil Dhawan"
2851,tt0053767,Dil Apna Aur Preet Parai,(1960),155 min,6.6,140,"A dedicated surgeon is obligated to marry the daughter of a family friend, but his heart belongs to the nurse who works tirelessly by his side.",Kishore Sahu,"    Kishore Sahu|     Raaj Kumar, Meena Kumari, Nadira, Ruby Mayer"
2852,tt8371204,Lihaaf: The Quilt,(2019),85 min,6.0,139,"The film is based on author Ismat Chughtai's celebrated masterpiece ""Lihaaf"" by the same name. The screenplay interweaves the Begum's strife in a loveless marriage with the court trial Ismat went through having faced charges of obscenity.",Rahat Kazmi,"    Rahat Kazmi|     Tannishtha Chatterjee, Sonal Sehgal, Virendra Saxena, Rahat Kazmi"
2853,tt2218228,The Bright Day,(II) (2013),90 min,5.7,139,"This is a story of Shiv. Shiv, with a supportive family, a close group of friends and a normal life in all respects, sets out on a journey to discover what he seeks in the outside world, ...                See full summary »",Mohit Takalkar,"    Mohit Takalkar|     Mohan Agashe, Radhika Apte, Rajit Kapoor, Prashant Kumar"
2854,tt1124386,Pankh,(2010),98 min,3.7,139,"After maturing, a Bollywood child artiste longs to act as an adult.",Sudipto Chattopadhyay,"    Sudipto Chattopadhyay|     Bipasha Basu, Lillete Dubey, Mahesh Manjrekar, Ronit Roy"
2855,tt0377845,Ek Chadar Maili Si,(1986),133 min,6.9,139,"Rani, a loving wife, lives a peaceful life with her husband Trilok, a horse carriage driver. However, Rani's life takes a new turn when Trilok is killed.",Sukhwant Dhadda,"    Sukhwant Dhadda|     Hema Malini, Rishi Kapoor, Poonam Dhillon, Kulbhushan Kharbanda"
2856,tt0286707,Humse Badhkar Kaun: The Entertainer,(1998), ,3.2,139,"Bhola (Sunil Shetty) a villager comes to city to meet his brother Sunny (Saif Ali Khan) who is a con-man, a Roadside Romeo, a car dealer, a thief all rolled in one. The brothers meet Sunny ...                See full summary »",Deepak Anand,"    Deepak Anand|     Suniel Shetty, Saif Ali Khan, Sonali Bendre, Deepti Bhatnagar"
2857,tt0148706,Saraswatichandra,(1968),156 min,6.7,139,A man regrets his decision of refusing to marry the woman he loves.,Govind Saraiya,"    Govind Saraiya|     Nutan, Manish, Vijaya Choudhury, Ramesh Deo"
2858,tt0140784,Aakhri Khat,(1966),153 min,7.2,139,The illegitimate toddler son of a poor village woman and a city-based artist is lost on the streets of Bombay after his mother's untimely demise.,Chetan Anand,"    Chetan Anand|     Rajesh Khanna, Indrani Mukherjee, Master Bunty, Manvendra Chitnis"
2859,tt0074926,Mrigayaa,(1977),119 min,6.8,139,"In the 1930s, a group of tribals live in a small village in a forest in Odisha. A British administrator arrives at the village who is passionate about hunting. He befriends Ghinua, an exceptional archer.",Mrinal Sen,"    Mrinal Sen|     Ajit Banerjee, Samit Bhanja, Mithun Chakraborty, Shekhar Chatterjee"
2860,tt0395519,Doodh Ka Karz,(1990),168 min,4.6,138,"Sapheran Parvati, along with her newborn son, Suraj, watches helplessly as her husband, Gangu, is wrongly accused of theft, and then beaten to death by Raghuveer Singh, Bhairav Singh, and ...                See full summary »",Ashok Gaekwad,"    Ashok Gaekwad|     Jackie Shroff, Neelam Kothari, Prem Chopra, Aruna Irani"
2861,tt0357208,Stumped,(2003),121 min,2.6,138,"Raghav Seth (Aly Khan), a young army officer, shifts to Delhi with his wife Reema (Ravina Tandon) to ""Happy Home Society"". They soon realize that the society is home to many cricket fans.",Gaurav Pandey,"    Gaurav Pandey|     Raveena Tandon, Alyy Khan, Salman Khan, Viju Khote"
2862,tt0306065,Shagird,(1967), ,7.0,138,"Professor Brijmohan Agnihotri hates women, love and institution of marriage. He advises his pupil Rajesh to not fall in love or get married. Rajesh blindly follows professor until one fine ...                See full summary »",Samir Ganguly,"    Samir Ganguly|     Joy Mukherjee, Saira Banu, I.S. Johar, Nasir Hussain"
2863,tt0237395,Lal Patthar,(1971),148 min,6.1,138,"A vain, self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman.",Sushil Majumdar,"    Sushil Majumdar|     Raaj Kumar, Hema Malini, Rakhee Gulzar, Vinod Mehra"
2864,tt0172175,Bhabhi,(1991),145 min,4.3,138,"Sita lives a middle-class lifestyle with her retired and widowed schoolmaster dad, Ramdas. One day she is molested by Prakash and slaps him. A few days later, wealthy Ghanshyamdas, a former...                See full summary »",Kishore Vyas,"    Kishore Vyas|     Bhanupriya, Govinda, Juhi Chawla, Gulshan Grover"
2865,tt0156043,Sanam Teri Kasam,(1982), ,6.0,138,A rich man's past comes knocking when he is informed that one of his employees is his long lost son. He does not know that he's being cheated and that his real son is the one who loves his niece.,Narendra Bedi,"    Narendra Bedi|     Kamal Haasan, Reena Roy, Jagdeep, Kader Khan"
2866,tt3729994,The Perfect Girl,(2015),97 min,5.8,137,A young boy (Jay) and a girl (Vedika) happen to meet in the tourist town of Goa. They spend some time together and realise that they are perfect for each other. However life has other plans...                See full summary »,Prakash Nambiar,"    Prakash Nambiar|     Teeshay, Tara-Alisha Berry, Shalaka Apte, Mudasir Bhat"
2867,tt0430030,Dobara,(2004),135 min,4.3,137,"Ranbir (Jackie Shroff) is a successful writer, and happily married to Anjali (Mahima Chaudhry). But when his schizophrenic ex (Raveena Tandon) shows up out of the blue, tells him he has a ...                See full summary »",Shashi Ranjan,"    Shashi Ranjan|     Jackie Shroff, Raveena Tandon, Mahima Chaudhry, Gulshan Grover"
2868,tt0415820,Ghar Grihasti,(2004),142 min,2.6,137,"Young, attractive, and compassionate Janki Deshmukh lives in a small flat with her elderly mom, Basanti; her disabled father who is awaiting a Court decision for compensation for losing his...                See full summary »",Mahesh Tillekar,"    Mahesh Tillekar|     Aishwarya Narkar, Sulabha Arya, Sajid Sheikh, Jairam"
2869,tt0265452,Officer,(2001), ,4.2,137,SPU unit officer Sagar Chauhan is assigned with the task of looking over Meenal Patel the mentally imbalance wife of multi-millionaire businessman Pratap Rai. When Meenal dramatizes her ...                See full summary »,Naeem Sha,"    Naeem Sha|     Suniel Shetty, Raveena Tandon, Danny Denzongpa, Sadashiv Amrapurkar"
2870,tt0096922,Bhrashtachar,(1989),153 min,4.7,137,"Bhrastachar tells the story of a disparate group of characters whose lives overlap- Bhavani, a journalist fighting injustice and corruption; Janki a widow who becomes the mistress of local ...                See full summary »",Ramesh Sippy,"    Ramesh Sippy|     Rekha, Mithun Chakraborty, Anupam Kher, Raza Murad"
